,False
2020-12-29,70
2020-12-30,210
2020-12-31,287
2021-01-01,294
2021-01-02,420
2021-01-03,574
2021-01-04,840
2021-01-05,1218
2021-01-06,1708
2021-01-07,2261
2021-01-08,2793
2021-01-09,3178
2021-01-10,3689
2021-01-11,3927
2021-01-12,4074
2021-01-13,4130
2021-01-14,4179
2021-01-15,4228
2021-01-16,4263
2021-01-17,4291
2021-01-18,4298
2021-01-19,4319
2021-01-20,4354
2021-01-21,4382
2021-01-22,4417
2021-01-23,4431
2021-01-24,4445
2021-01-25,4445
2021-01-26,4452
2021-01-27,4459
2021-01-28,4487
2021-01-29,4571
2021-01-30,4655
2021-01-31,4746
2021-02-01,4795
2021-02-02,4844
2021-02-03,4949
2021-02-04,5082
2021-02-05,5173
2021-02-06,5194
2021-02-07,5208
2021-02-08,5236
2021-02-09,5362
2021-02-10,5558
2021-02-11,5733
2021-02-12,5901
2021-02-13,6006
2021-02-14,6062
2021-02-15,6160
2021-02-16,6321
2021-02-17,6545
2021-02-18,6727
2021-02-19,6930
2021-02-20,7063
2021-02-21,7161
2021-02-22,7357
2021-02-23,7665
2021-02-24,8169
2021-02-25,8708
2021-02-26,9219
2021-02-27,9653
2021-02-28,9982
2021-03-01,10339
2021-03-02,10899
2021-03-03,11571
2021-03-04,12313
2021-03-05,12922
2021-03-06,13272
2021-03-07,13524
2021-03-08,14175
2021-03-09,15106
2021-03-10,16415
2021-03-11,17752
2021-03-12,19054
2021-03-13,19747
2021-03-14,20209
2021-03-15,21168
2021-03-16,22771
2021-03-17,24745
total,1178961
